timestamp,server,cpu,memory,disk
2025-05-09 18:44:59.854133,server_3,67.83,59.76,62.38
2025-05-09 18:44:59.854133,server_4,75.7,44.95,54.08
2025-05-09 18:44:59.854133,server_5,29.76,33.88,92.08
2025-05-09 18:29:59.854133,server_1,28.97,42.62,56.02
2025-05-09 18:29:59.854133,server_2,36.67,16.14,75.78
2025-05-09 18:29:59.854133,server_3,8.52,66.59,69.01
2025-05-09 18:29:59.854133,server_4,96.78,26.35,49.69
2025-05-09 18:29:59.854133,server_5,98.72,85.04,85.87
2025-05-09 18:14:59.854133,server_1,57.18,70.48,85.75
2025-05-09 18:14:59.854133,server_2,92.21,53.46,43.25
2025-05-09 18:14:59.854133,server_3,19.89,18.16,81.5
2025-05-09 18:14:59.854133,server_4,48.52,57.63,28.05
2025-05-09 18:14:59.854133,server_5,33.08,38.6,44.82
2025-05-09 17:59:59.854133,server_1,50.14,59.25,71.26
2025-05-09 17:59:59.854133,server_2,37.17,80.99,25.12
2025-05-09 17:59:59.854133,server_3,72.27,21.81,98.55
2025-05-09 17:59:59.854133,server_4,57.48,13.7,56.97
2025-05-09 17:59:59.854133,server_5,49.95,90.56,97.85
2025-05-09 17:44:59.854133,server_1,20.13,18.64,57.42
2025-05-09 17:44:59.854133,server_2,56.73,33.71,98.42
2025-05-09 17:44:59.854133,server_3,93.83,45.18,52.86
2025-05-09 17:44:59.854133,server_4,24.41,39.32,53.2
2025-05-09 17:44:59.854133,server_5,17.41,92.26,42.96
2025-05-09 17:29:59.854133,server_1,23.67,75.48,54.14
2025-05-09 17:29:59.854133,server_2,18.83,52.78,77.9
2025-05-09 17:29:59.854133,server_3,79.99,42.18,30.08
2025-05-09 17:29:59.854133,server_4,67.36,55.69,75.96
2025-05-09 17:29:59.854133,server_5,94.0,88.12,28.14
2025-05-09 17:14:59.854133,server_1,8.24,60.97,36.47
2025-05-09 17:14:59.854133,server_2,75.54,11.24,88.17
2025-05-09 17:14:59.854133,server_3,34.06,36.78,64.06
2025-05-09 17:14:59.854133,server_4,44.39,65.12,93.62
2025-05-09 17:14:59.854133,server_5,56.77,29.19,85.2
2025-05-09 16:59:59.854133,server_1,32.16,52.37,68.41
2025-05-09 16:59:59.854133,server_2,52.36,16.14,30.99
2025-05-09 16:59:59.854133,server_3,94.54,28.75,38.91
2025-05-09 16:59:59.854133,server_4,47.28,75.69,97.92
2025-05-09 16:59:59.854133,server_5,31.28,54.72,63.51
2025-05-09 16:44:59.854133,server_1,71.69,70.45,36.08
2025-05-09 16:44:59.854133,server_2,16.71,92.35,51.31
2025-05-09 16:44:59.854133,server_3,15.24,76.63,90.42
2025-05-09 16:44:59.854133,server_4,92.39,14.26,47.5
2025-05-09 16:44:59.854133,server_5,84.33,84.97,25.92
2025-05-09 16:29:59.854133,server_1,40.3,78.3,42.38
2025-05-09 16:29:59.854133,server_2,46.43,16.26,25.98
2025-05-09 16:29:59.854133,server_3,81.5,55.11,69.76
2025-05-09 16:29:59.854133,server_4,65.16,22.93,45.7
2025-05-09 16:29:59.854133,server_5,28.84,20.09,83.96
2025-05-09 16:14:59.854133,server_1,46.6,26.81,79.3
2025-05-09 16:14:59.854133,server_2,97.86,94.41,79.6
2025-05-09 16:14:59.854133,server_3,56.16,99.54,45.49
2025-05-09 16:14:59.854133,server_4,57.34,74.27,68.56
2025-05-09 16:14:59.854133,server_5,69.16,50.94,91.14
2025-05-09 15:59:59.854133,server_1,29.05,50.76,48.86
2025-05-09 15:59:59.854133,server_2,49.98,47.57,87.13
2025-05-09 15:59:59.854133,server_3,86.89,80.38,79.32
2025-05-09 15:59:59.854133,server_4,56.15,78.15,76.68
2025-05-09 15:59:59.854133,server_5,93.42,66.52,72.51
2025-05-09 15:44:59.854133,server_1,36.93,89.65,98.98
2025-05-09 15:44:59.854133,server_2,11.24,65.19,84.73
2025-05-09 15:44:59.854133,server_3,78.13,49.67,51.84
2025-05-09 15:44:59.854133,server_4,75.12,39.63,48.94
2025-05-09 15:44:59.854133,server_5,12.27,83.55,67.36
2025-05-09 15:29:59.854133,server_1,22.3,87.31,66.99
2025-05-09 15:29:59.854133,server_2,33.4,34.67,81.73
2025-05-09 15:29:59.854133,server_3,7.99,93.75,55.91
2025-05-09 15:29:59.854133,server_4,61.28,77.12,59.78
2025-05-09 15:29:59.854133,server_5,65.07,97.09,23.54
2025-05-09 15:14:59.854133,server_1,68.26,88.22,29.53
2025-05-09 15:14:59.854133,server_2,89.97,99.25,69.36
2025-05-09 15:14:59.854133,server_3,83.3,58.79,33.01
2025-05-09 15:14:59.854133,server_4,46.8,74.13,37.53
2025-05-09 15:14:59.854133,server_5,45.09,85.13,51.59
2025-05-09 14:59:59.854133,server_1,43.7,20.99,43.09
2025-05-09 14:59:59.854133,server_2,97.58,54.77,62.71
2025-05-09 14:59:59.854133,server_3,10.17,30.81,79.84
2025-05-09 14:59:59.854133,server_4,20.32,72.06,77.24
2025-05-09 14:59:59.854133,server_5,13.37,34.7,88.53
2025-05-09 14:44:59.854133,server_1,57.81,77.46,45.55
2025-05-09 14:44:59.854133,server_2,60.7,65.8,81.23
2025-05-09 14:44:59.854133,server_3,71.91,65.8,21.93
2025-05-09 14:44:59.854133,server_4,15.52,84.84,33.97
2025-05-09 14:44:59.854133,server_5,65.59,44.84,46.81
2025-05-09 14:29:59.854133,server_1,48.79,91.48,89.26
2025-05-09 14:29:59.854133,server_2,88.19,21.87,21.69
2025-05-09 14:29:59.854133,server_3,26.09,47.14,51.24
2025-05-09 14:29:59.854133,server_4,53.3,75.66,51.22
2025-05-09 14:29:59.854133,server_5,68.78,25.32,53.33
2025-05-09 14:14:59.854133,server_1,6.94,71.29,40.42
2025-05-09 14:14:59.854133,server_2,93.34,26.33,96.97
2025-05-09 14:14:59.854133,server_3,29.73,22.85,64.13
2025-05-09 14:14:59.854133,server_4,31.98,73.58,60.98
2025-05-09 14:14:59.854133,server_5,90.42,70.54,84.87
2025-05-09 13:59:59.854133,server_1,24.02,76.62,82.03
2025-05-09 13:59:59.854133,server_2,34.03,21.49,62.72
2025-05-09 13:59:59.854133,server_3,31.74,42.03,81.91
2025-05-09 13:59:59.854133,server_4,62.15,76.44,93.16
2025-05-09 13:59:59.854133,server_5,64.21,83.88,57.66
2025-05-09 13:44:59.854133,server_1,34.35,13.69,66.06
2025-05-09 13:44:59.854133,server_2,33.43,56.89,95.23
2025-05-09 13:44:59.854133,server_3,81.74,84.14,52.09
2025-05-09 13:44:59.854133,server_4,41.9,28.85,29.79
2025-05-09 13:44:59.854133,server_5,7.99,16.04,74.83
2025-05-09 13:29:59.854133,server_1,14.59,87.26,90.88
2025-05-09 13:29:59.854133,server_2,41.17,94.1,96.35
2025-05-09 13:29:59.854133,server_3,31.3,46.65,54.47
2025-05-09 13:29:59.854133,server_4,6.79,19.44,81.95
2025-05-09 13:29:59.854133,server_5,93.87,70.34,51.95
2025-05-09 13:14:59.854133,server_1,19.37,92.54,84.52
2025-05-09 13:14:59.854133,server_2,97.19,40.94,52.76
2025-05-09 13:14:59.854133,server_3,42.98,15.32,27.18
2025-05-09 13:14:59.854133,server_4,66.04,87.65,31.73
2025-05-09 13:14:59.854133,server_5,32.77,67.63,88.32
2025-05-09 12:59:59.854133,server_1,94.09,18.94,58.47
2025-05-09 12:59:59.854133,server_2,83.98,25.17,40.83
2025-05-09 12:59:59.854133,server_3,65.91,65.56,48.39
2025-05-09 12:59:59.854133,server_4,24.9,54.82,58.0
2025-05-09 12:59:59.854133,server_5,61.69,65.58,36.35
2025-05-09 12:44:59.854133,server_1,7.61,68.44,80.3
2025-05-09 12:44:59.854133,server_2,35.69,48.2,77.85
2025-05-09 12:44:59.854133,server_3,22.33,76.13,45.6
2025-05-09 12:44:59.854133,server_4,50.08,93.11,71.15
2025-05-09 12:44:59.854133,server_5,9.63,80.45,39.23
2025-05-09 12:29:59.854133,server_1,66.38,17.19,41.58
2025-05-09 12:29:59.854133,server_2,92.33,49.54,42.46
2025-05-09 12:29:59.854133,server_3,24.82,72.93,48.54
2025-05-09 12:29:59.854133,server_4,33.78,53.46,63.0
2025-05-09 12:29:59.854133,server_5,87.27,51.11,52.61
2025-05-09 12:14:59.854133,server_1,14.09,79.74,44.8
2025-05-09 12:14:59.854133,server_2,80.12,17.54,97.46
2025-05-09 12:14:59.854133,server_3,16.4,26.25,32.37
2025-05-09 12:14:59.854133,server_4,83.59,29.96,68.57
2025-05-09 12:14:59.854133,server_5,18.02,51.68,62.05
2025-05-09 11:59:59.854133,server_1,93.58,10.64,75.55
2025-05-09 11:59:59.854133,server_2,63.2,96.95,73.21
2025-05-09 11:59:59.854133,server_3,66.61,93.02,74.23
2025-05-09 11:59:59.854133,server_4,41.38,73.56,54.28
2025-05-09 11:59:59.854133,server_5,46.57,16.4,73.94
2025-05-09 11:44:59.854133,server_1,73.39,97.89,67.47
2025-05-09 11:44:59.854133,server_2,35.32,97.48,38.48
2025-05-09 11:44:59.854133,server_3,72.21,23.86,35.41
2025-05-09 11:44:59.854133,server_4,42.12,24.15,78.22
2025-05-09 11:44:59.854133,server_5,21.41,25.41,82.67
2025-05-09 11:29:59.854133,server_1,72.11,85.7,60.91
2025-05-09 11:29:59.854133,server_2,43.96,88.48,64.16
2025-05-09 11:29:59.854133,server_3,70.02,90.26,21.53
2025-05-09 11:29:59.854133,server_4,7.85,71.78,83.37
2025-05-09 11:29:59.854133,server_5,35.77,37.7,89.54
2025-05-09 11:14:59.854133,server_1,69.22,50.31,42.63
2025-05-09 11:14:59.854133,server_2,35.76,61.91,31.63
2025-05-09 11:14:59.854133,server_3,76.09,98.31,79.08
2025-05-09 11:14:59.854133,server_4,37.65,96.36,30.43
2025-05-09 11:14:59.854133,server_5,23.66,38.15,86.48
2025-05-09 10:59:59.854133,server_1,27.67,14.09,21.51
2025-05-09 10:59:59.854133,server_2,40.6,28.73,44.01
2025-05-09 10:59:59.854133,server_3,88.61,25.81,95.7
2025-05-09 10:59:59.854133,server_4,99.55,77.3,57.58
2025-05-09 10:59:59.854133,server_5,39.2,13.09,45.12
2025-05-09 10:44:59.854133,server_1,65.78,86.42,46.38
2025-05-09 10:44:59.854133,server_2,75.62,23.02,76.42
2025-05-09 10:44:59.854133,server_3,31.77,63.79,45.66
2025-05-09 10:44:59.854133,server_4,52.07,92.8,50.49
2025-05-09 10:44:59.854133,server_5,9.28,90.51,62.97
2025-05-09 10:29:59.854133,server_1,74.03,64.01,34.79
2025-05-09 10:29:59.854133,server_2,64.53,12.09,47.76
2025-05-09 10:29:59.854133,server_3,88.68,20.77,51.92
2025-05-09 10:29:59.854133,server_4,62.67,20.69,66.75
2025-05-09 10:29:59.854133,server_5,34.63,10.95,99.0
2025-05-09 10:14:59.854133,server_1,40.78,18.58,39.54
2025-05-09 10:14:59.854133,server_2,63.68,87.65,88.41
2025-05-09 10:14:59.854133,server_3,54.65,85.74,27.14
2025-05-09 10:14:59.854133,server_4,16.41,15.59,61.73
2025-05-09 10:14:59.854133,server_5,66.05,90.15,49.01
2025-05-09 09:59:59.854133,server_1,33.6,86.16,49.49
2025-05-09 09:59:59.854133,server_2,59.62,66.39,73.77
2025-05-09 09:59:59.854133,server_3,5.53,31.68,74.19
2025-05-09 09:59:59.854133,server_4,88.94,22.34,87.35
2025-05-09 09:59:59.854133,server_5,68.86,61.36,57.81
2025-05-09 09:44:59.854133,server_1,11.05,16.54,86.91
2025-05-09 09:44:59.854133,server_2,44.03,89.46,67.92
2025-05-09 09:44:59.854133,server_3,14.85,68.52,68.13
2025-05-09 09:44:59.854133,server_4,9.42,12.3,80.74
2025-05-09 09:44:59.854133,server_5,96.53,82.56,73.09
2025-05-09 09:29:59.854133,server_1,99.8,79.74,68.47
2025-05-09 09:29:59.854133,server_2,90.8,89.48,29.79
2025-05-09 09:29:59.854133,server_3,15.14,67.8,66.33
2025-05-09 09:29:59.854133,server_4,97.35,61.82,85.73
2025-05-09 09:29:59.854133,server_5,91.47,76.15,77.27
2025-05-09 09:14:59.854133,server_1,34.63,11.75,97.89
2025-05-09 09:14:59.854133,server_2,78.9,26.92,28.69
2025-05-09 09:14:59.854133,server_3,93.56,44.57,58.19
2025-05-09 09:14:59.854133,server_4,74.94,10.76,61.72
2025-05-09 09:14:59.854133,server_5,9.48,16.77,98.2
2025-05-09 08:59:59.854133,server_1,93.45,53.53,91.82
2025-05-09 08:59:59.854133,server_2,86.76,41.2,58.7
2025-05-09 08:59:59.854133,server_3,55.06,69.83,54.48
2025-05-09 08:59:59.854133,server_4,68.78,18.35,31.44
2025-05-09 08:59:59.854133,server_5,91.93,57.1,40.49
2025-05-09 08:44:59.854133,server_1,54.79,68.62,48.25
2025-05-09 08:44:59.854133,server_2,28.33,55.84,78.28
2025-05-09 08:44:59.854133,server_3,49.61,96.63,84.79
2025-05-09 08:44:59.854133,server_4,28.38,19.22,60.3
2025-05-09 08:44:59.854133,server_5,88.25,44.04,94.7
2025-05-09 08:29:59.854133,server_1,14.56,74.59,47.72
2025-05-09 08:29:59.854133,server_2,82.52,23.86,66.33
2025-05-09 08:29:59.854133,server_3,6.72,54.89,41.95
2025-05-09 08:29:59.854133,server_4,67.91,56.95,55.47
2025-05-09 08:29:59.854133,server_5,80.45,85.43,23.85
2025-05-09 08:14:59.854133,server_1,28.56,18.81,93.68
2025-05-09 08:14:59.854133,server_2,40.86,30.96,83.04
2025-05-09 08:14:59.854133,server_3,90.2,76.83,25.29
2025-05-09 08:14:59.854133,server_4,80.58,59.7,84.24
2025-05-09 08:14:59.854133,server_5,16.98,78.85,84.48
2025-05-09 07:59:59.854133,server_1,35.64,17.13,68.07
2025-05-09 07:59:59.854133,server_2,20.14,36.83,37.15
2025-05-09 07:59:59.854133,server_3,32.22,48.64,79.24
2025-05-09 07:59:59.854133,server_4,9.87,76.53,38.53
2025-05-09 07:59:59.854133,server_5,74.9,49.54,93.84
2025-05-09 07:44:59.854133,server_1,49.9,46.67,66.14
2025-05-09 07:44:59.854133,server_2,38.31,86.07,25.47
2025-05-09 07:44:59.854133,server_3,8.97,15.96,57.45
2025-05-09 07:44:59.854133,server_4,86.58,56.56,47.09
2025-05-09 07:44:59.854133,server_5,19.67,18.88,22.46
2025-05-09 07:29:59.854133,server_1,94.35,65.57,25.27
2025-05-09 07:29:59.854133,server_2,29.51,28.03,36.01
2025-05-09 07:29:59.854133,server_3,84.96,70.25,79.43
2025-05-09 07:29:59.854133,server_4,69.88,62.53,39.66
2025-05-09 07:29:59.854133,server_5,28.6,51.39,31.97
2025-05-09 07:14:59.854133,server_1,62.79,57.22,54.74
2025-05-09 07:14:59.854133,server_2,49.51,94.57,20.77
2025-05-09 07:14:59.854133,server_3,95.58,86.4,28.87
2025-05-09 07:14:59.854133,server_4,30.37,48.71,24.36
2025-05-09 07:14:59.854133,server_5,54.13,27.45,67.17
2025-05-09 06:59:59.854133,server_1,44.71,13.49,80.78
2025-05-09 06:59:59.854133,server_2,37.26,27.48,94.13
2025-05-09 06:59:59.854133,server_3,45.12,100.0,59.38
2025-05-09 06:59:59.854133,server_4,8.83,79.48,76.98
2025-05-09 06:59:59.854133,server_5,87.96,54.96,68.95
2025-05-09 06:44:59.854133,server_1,31.9,91.92,78.46
2025-05-09 06:44:59.854133,server_2,44.2,45.36,78.08
2025-05-09 06:44:59.854133,server_3,8.72,97.22,63.05
2025-05-09 06:44:59.854133,server_4,69.92,12.89,38.15
2025-05-09 06:44:59.854133,server_5,97.89,53.19,30.96
2025-05-09 06:29:59.854133,server_1,36.08,55.0,38.91
2025-05-09 06:29:59.854133,server_2,68.58,58.16,32.08
2025-05-09 06:29:59.854133,server_3,69.57,69.83,28.22
2025-05-09 06:29:59.854133,server_4,80.09,52.31,97.51
2025-05-09 06:29:59.854133,server_5,77.52,48.85,96.1
2025-05-09 06:14:59.854133,server_1,83.88,42.83,61.98
2025-05-09 06:14:59.854133,server_2,51.43,52.61,27.5
2025-05-09 06:14:59.854133,server_3,52.84,56.31,58.93
2025-05-09 06:14:59.854133,server_4,60.52,76.41,98.81
2025-05-09 06:14:59.854133,server_5,83.74,14.16,30.64
2025-05-09 05:59:59.854133,server_1,34.32,77.49,68.36
2025-05-09 05:59:59.854133,server_2,73.64,56.12,86.7
2025-05-09 05:59:59.854133,server_3,25.24,20.57,37.92
2025-05-09 05:59:59.854133,server_4,57.55,74.14,93.98
2025-05-09 05:59:59.854133,server_5,80.17,79.85,25.99
2025-05-09 05:44:59.854133,server_1,97.57,70.82,29.32
2025-05-09 05:44:59.854133,server_2,6.79,19.52,96.14
2025-05-09 05:44:59.854133,server_3,36.32,62.28,73.11
2025-05-09 05:44:59.854133,server_4,81.73,87.99,41.98
2025-05-09 05:44:59.854133,server_5,33.46,79.25,96.9
2025-05-09 05:29:59.854133,server_1,83.16,48.6,47.2
2025-05-09 05:29:59.854133,server_2,78.88,99.9,50.03
2025-05-09 05:29:59.854133,server_3,42.49,76.07,95.14
2025-05-09 05:29:59.854133,server_4,79.62,75.75,27.88
2025-05-09 05:29:59.854133,server_5,34.54,87.87,94.48
2025-05-09 05:14:59.854133,server_1,19.25,78.94,39.59
2025-05-09 05:14:59.854133,server_2,23.85,70.57,38.22
2025-05-09 05:14:59.854133,server_3,9.09,60.99,86.86
2025-05-09 05:14:59.854133,server_4,38.79,67.01,29.02
2025-05-09 05:14:59.854133,server_5,16.82,17.77,38.99
2025-05-09 04:59:59.854133,server_1,82.61,89.75,68.7
2025-05-09 04:59:59.854133,server_2,68.9,59.13,65.23
2025-05-09 04:59:59.854133,server_3,44.81,77.29,75.92
2025-05-09 04:59:59.854133,server_4,28.14,39.36,36.77
2025-05-09 04:59:59.854133,server_5,70.4,48.42,25.88
2025-05-09 04:44:59.854133,server_1,59.08,88.93,76.41
2025-05-09 04:44:59.854133,server_2,44.69,18.38,99.35
2025-05-09 04:44:59.854133,server_3,25.06,68.66,97.28
2025-05-09 04:44:59.854133,server_4,86.75,49.67,48.11
2025-05-09 04:44:59.854133,server_5,87.91,47.09,35.84
2025-05-09 04:29:59.854133,server_1,27.32,14.84,68.81
2025-05-09 04:29:59.854133,server_2,60.44,53.62,21.07
2025-05-09 04:29:59.854133,server_3,55.34,52.96,26.21
2025-05-09 04:29:59.854133,server_4,65.72,39.53,52.18
2025-05-09 04:29:59.854133,server_5,59.34,94.18,93.41
2025-05-09 04:14:59.854133,server_1,10.17,22.5,59.56
2025-05-09 04:14:59.854133,server_2,16.98,74.06,28.71
2025-05-09 04:14:59.854133,server_3,62.47,65.49,68.49
2025-05-09 04:14:59.854133,server_4,79.19,77.22,20.43
2025-05-09 04:14:59.854133,server_5,52.72,84.87,62.48
2025-05-09 03:59:59.854133,server_1,90.23,73.86,34.95
2025-05-09 03:59:59.854133,server_2,40.69,70.92,31.37
2025-05-09 03:59:59.854133,server_3,66.12,86.35,87.76
2025-05-09 03:59:59.854133,server_4,28.52,16.85,79.54
2025-05-09 03:59:59.854133,server_5,53.08,52.99,20.01
2025-05-09 03:44:59.854133,server_1,46.04,99.39,25.24
2025-05-09 03:44:59.854133,server_2,71.65,79.06,96.17
2025-05-09 03:44:59.854133,server_3,93.99,20.04,60.6
2025-05-09 03:44:59.854133,server_4,80.17,32.11,40.16
2025-05-09 03:44:59.854133,server_5,34.52,20.81,52.4
2025-05-09 03:29:59.854133,server_1,69.49,87.23,82.43
2025-05-09 03:29:59.854133,server_2,50.11,81.87,75.96
2025-05-09 03:29:59.854133,server_3,96.95,76.04,44.19
2025-05-09 03:29:59.854133,server_4,68.41,82.62,56.47
2025-05-09 03:29:59.854133,server_5,52.11,35.98,79.24
2025-05-09 03:14:59.854133,server_1,39.54,22.93,55.98
2025-05-09 03:14:59.854133,server_2,33.48,51.57,56.45
2025-05-09 03:14:59.854133,server_3,55.48,47.31,56.85
2025-05-09 03:14:59.854133,server_4,8.88,61.7,86.87
2025-05-09 03:14:59.854133,server_5,55.32,82.81,79.86
2025-05-09 02:59:59.854133,server_1,16.17,32.73,35.51
2025-05-09 02:59:59.854133,server_2,51.44,66.73,41.54
2025-05-09 02:59:59.854133,server_3,75.16,54.18,66.62
2025-05-09 02:59:59.854133,server_4,8.68,46.38,66.04
2025-05-09 02:59:59.854133,server_5,74.47,32.08,58.97
2025-05-09 02:44:59.854133,server_1,42.03,40.01,31.05
2025-05-09 02:44:59.854133,server_2,56.62,98.5,69.64
2025-05-09 02:44:59.854133,server_3,34.14,95.83,64.69
2025-05-09 02:44:59.854133,server_4,57.02,25.81,75.47
2025-05-09 02:44:59.854133,server_5,82.0,68.67,93.79
2025-05-09 02:29:59.854133,server_1,74.79,94.31,31.08
2025-05-09 02:29:59.854133,server_2,27.77,17.31,65.06
2025-05-09 02:29:59.854133,server_3,51.0,78.13,79.91
2025-05-09 02:29:59.854133,server_4,40.68,41.93,21.83
2025-05-09 02:29:59.854133,server_5,83.5,34.05,27.47
2025-05-09 02:14:59.854133,server_1,64.51,75.95,53.46
2025-05-09 02:14:59.854133,server_2,66.08,64.94,25.37
2025-05-09 02:14:59.854133,server_3,95.3,70.33,49.08
2025-05-09 02:14:59.854133,server_4,81.75,83.84,55.26
2025-05-09 02:14:59.854133,server_5,81.97,77.64,70.67
2025-05-09 01:59:59.854133,server_1,73.66,73.94,98.39
2025-05-09 01:59:59.854133,server_2,89.85,93.98,64.35
2025-05-09 01:59:59.854133,server_3,48.55,70.17,44.33
2025-05-09 01:59:59.854133,server_4,70.18,96.05,51.07
2025-05-09 01:59:59.854133,server_5,30.05,58.14,50.3
2025-05-09 01:44:59.854133,server_1,69.84,90.92,90.03
2025-05-09 01:44:59.854133,server_2,54.03,66.01,55.91
2025-05-09 01:44:59.854133,server_3,23.03,12.99,82.49
2025-05-09 01:44:59.854133,server_4,22.75,13.24,28.85
2025-05-09 01:44:59.854133,server_5,91.13,13.09,71.24
2025-05-09 01:29:59.854133,server_1,62.39,89.36,91.23
2025-05-09 01:29:59.854133,server_2,17.34,55.28,37.06
2025-05-09 01:29:59.854133,server_3,55.95,42.15,27.0
2025-05-09 01:29:59.854133,server_4,42.27,78.76,21.59
2025-05-09 01:29:59.854133,server_5,66.04,90.63,35.65
2025-05-09 01:14:59.854133,server_1,94.46,65.8,72.9
2025-05-09 01:14:59.854133,server_2,79.86,25.92,75.1
2025-05-09 01:14:59.854133,server_3,83.15,30.4,48.39
2025-05-09 01:14:59.854133,server_4,49.05,52.86,85.23
2025-05-09 01:14:59.854133,server_5,86.63,11.1,81.76
2025-05-09 00:59:59.854133,server_1,14.64,32.53,56.56
2025-05-09 00:59:59.854133,server_2,82.22,79.48,63.38
2025-05-09 00:59:59.854133,server_3,50.8,62.33,80.34
2025-05-09 00:59:59.854133,server_4,52.31,52.02,35.02
2025-05-09 00:59:59.854133,server_5,17.09,76.64,70.79
2025-05-09 00:44:59.854133,server_1,11.58,80.91,33.83
2025-05-09 00:44:59.854133,server_2,15.2,28.25,81.13
2025-05-09 00:44:59.854133,server_3,12.34,43.73,67.4
2025-05-09 00:44:59.854133,server_4,60.26,47.45,84.34
2025-05-09 00:44:59.854133,server_5,34.61,49.98,51.09
2025-05-09 00:29:59.854133,server_1,45.98,58.33,66.77
2025-05-09 00:29:59.854133,server_2,80.62,27.12,33.2
2025-05-09 00:29:59.854133,server_3,67.78,17.93,69.99
2025-05-09 00:29:59.854133,server_4,67.67,57.81,77.25
2025-05-09 00:29:59.854133,server_5,60.79,82.04,24.43
2025-05-09 00:14:59.854133,server_1,31.1,27.7,58.87
